Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985-1986,"A.C. Green",PF,22,LAL,82,1542,11.80,0.5640,0.0150,0.4300,12.40,15.50,14.00,4.20,1.50,1.70,17.70,14.70,1.40,2.00,3.30,0.1030,-1.6000,0.1000,-1.6000,0.2000
1986-1987,"A.C. Green",PF,23,LAL,79,2240,15.70,0.5990,0.0090,0.4800,11.20,18.80,15.30,4.60,1.50,2.00,12.50,14.70,4.30,3.30,7.60,0.1630,0.9000,0.1000,1.0000,1.7000
1987-1988,"A.C. Green",PF,24,LAL,82,2636,14.50,0.5810,0.0030,0.5920,11.10,19.10,15.30,4.50,1.60,1.00,12.90,14.70,4.50,3.40,7.90,0.1440,0.4000,-0.1000,0.3000,1.5000
1988-1989,"A.C. Green",PF,25,LAL,82,2510,17.80,0.5940,0.0220,0.4740,12.30,20.00,16.40,5.50,1.80,1.20,11.50,17.00,5.80,3.50,9.40,0.1790,1.8000,-0.2000,1.6000,2.3000
1989-1990,"A.C. Green",PF,26,LAL,82,2709,14.70,0.5480,0.0570,0.4590,11.50,18.40,15.10,4.60,1.20,1.10,10.70,17.10,4.40,2.10,7.70,0.1370,0.3000,-0.9000,-0.6000,1.0000
1980-1981,"Abdul Jeelani",SF,26,DAL,66,1108,15.50,0.5150,0.0020,0.5000,8.20,15.70,11.80,9.20,1.90,1.60,13.90,23.50,0.80,0.80,1.60,0.0700,-0.5000,-0.7000,-1.2000,0.2000
1986-1987,"Adrian Branch",SF,23,LAL,32,219,18.80,0.5760,0.0210,0.5630,12.60,14.20,13.50,10.00,3.50,0.80,16.70,26.60,0.40,0.40,0.70,0.1580,-0.9000,0.5000,-0.4000,0.1000
1989-1990,"Adrian Branch",SF,26,MIN,11,91,16.90,0.4600,0.0160,0.3610,9.90,16.90,13.20,8.80,3.50,0.00,10.20,38.10,-0.10,2.10,0.00,0.0140,-0.9000,-1.1000,-2.0000,0.0000
1987-1988,"Adrian Branch",SF,24,NJN,20,308,10.40,0.4610,0.0370,0.1720,7.30,10.90,9.00,8.30,2.50,2.20,16.80,23.70,-0.50,0.30,-0.10,-0.0210,-3.8000,-0.4000,-4.3000,-0.2000
1988-1989,"Adrian Branch",SF,25,POR,67,811,15.70,0.5090,0.0710,0.2750,8.20,9.60,8.80,10.80,2.60,0.20,11.60,26.30,0.70,0.80,1.50,0.0870,-0.4000,-1.0000,-1.4000,0.1000
1989-1990,"Adrian Caldwell",PF,23,HOU,51,331,9.50,0.5490,0.0000,0.3680,11.70,22.90,17.40,2.80,1.60,3.20,26.60,14.80,-0.30,2.10,0.40,0.0610,-5.3000,1.4000,-4.0000,-0.2000
1988-1989,"Adrian Dantley*",SF,33,DAL,31,1081,16.40,0.5460,0.0020,0.5730,6.60,9.00,7.80,11.60,0.90,0.40,12.50,26.30,1.50,0.60,2.10,0.0930,0.8000,-2.1000,-1.3000,0.2000
1989-1990,"Adrian Dantley*",SF,34,DAL,45,1300,15.40,0.5560,0.0040,0.5250,6.90,8.10,7.50,9.60,0.80,0.30,11.20,22.60,2.20,2.10,3.10,0.1130,0.9000,-1.4000,-0.4000,0.5000
1986-1987,"Adrian Dantley*",SF,31,DET,81,2736,18.60,0.6140,0.0050,0.5900,4.20,8.70,6.50,8.80,1.10,0.10,11.30,23.70,7.80,2.50,10.30,0.1810,2.4000,-0.3000,2.1000,2.9000
1987-1988,"Adrian Dantley*",SF,32,DET,69,2144,19.90,0.6190,0.0020,0.6630,4.50,7.30,5.90,11.90,0.90,0.30,10.80,24.20,7.50,1.90,9.40,0.2100,3.7000,-0.2000,3.5000,2.9000
1988-1989,"Adrian Dantley*",SF,33,DET,42,1341,18.20,0.6130,0.0000,0.6160,4.70,8.90,6.90,10.50,0.90,0.30,11.40,22.70,4.00,1.30,5.30,0.1910,2.2000,0.0000,2.2000,1.4000
1988-1989,"Adrian Dantley*",SF,33,TOT,73,2422,17.40,0.5810,0.0010,0.5950,5.50,9.00,7.30,10.90,0.90,0.30,11.90,24.30,5.50,1.90,7.40,0.1470,1.6000,-0.9000,0.7000,1.6000
1980-1981,"Adrian Dantley*",SF,25,UTA,80,3417,24.30,0.6220,0.0040,0.4820,6.50,10.50,8.50,16.30,1.60,0.30,12.50,28.40,12.30,1.30,13.60,0.1910,5.7000,-1.4000,4.3000,5.4000
1981-1982,"Adrian Dantley*",SF,26,UTA,81,3222,24.20,0.6310,0.0020,0.5160,7.60,9.60,8.60,15.50,1.40,0.20,13.30,27.90,11.90,0.70,12.60,0.1870,5.8000,-1.7000,4.1000,5.0000
1982-1983,"Adrian Dantley*",SF,27,UTA,22,887,24.40,0.6610,0.0000,0.6170,6.90,9.20,8.00,18.80,1.00,0.00,13.70,26.10,3.80,0.50,4.30,0.2320,6.0000,-1.2000,4.8000,1.5000
1983-1984,"Adrian Dantley*",SF,28,UTA,79,2984,24.60,0.6520,0.0030,0.6580,6.70,9.00,7.90,16.20,0.90,0.10,12.40,28.20,13.00,1.60,14.60,0.2350,5.8000,-1.5000,4.2000,4.7000
1984-1985,"Adrian Dantley*",SF,29,UTA,55,1971,21.90,0.6070,0.0000,0.5650,8.00,9.00,8.50,15.20,1.30,0.20,12.40,27.70,5.60,2.30,8.00,0.1940,4.2000,-0.5000,3.8000,2.9000
1985-1986,"Adrian Dantley*",SF,30,UTA,76,2744,24.60,0.6290,0.0080,0.5480,7.20,8.50,7.80,16.70,1.10,0.10,11.40,30.00,10.40,2.30,12.80,0.2230,6.0000,-1.0000,4.9000,4.8000
1981-1982,"Al Wood",SG,23,ATL,19,238,9.10,0.3920,0.0570,0.2670,10.40,10.50,10.50,7.00,1.90,0.30,8.60,23.40,-0.20,0.30,0.00,0.0090,-3.8000,-1.0000,-4.8000,-0.2000
1986-1987,"Al Wood",SG,28,DAL,54,657,13.20,0.4820,0.0810,0.4480,6.50,8.90,7.70,7.20,1.40,0.90,8.40,25.10,0.50,0.50,1.00,0.0760,-1.9000,-1.6000,-3.4000,-0.2000
1981-1982,"Al Wood",SG,23,SDC,29,692,14.60,0.5730,0.0650,0.3300,4.90,10.80,7.70,9.80,1.50,0.70,16.00,22.10,0.80,0.10,0.80,0.0580,0.1000,-1.6000,-1.5000,0.1000
1982-1983,"Al Wood",SF,24,SDC,76,1822,13.00,0.5090,0.0680,0.2180,5.60,9.50,7.40,10.10,1.40,1.20,12.00,19.70,1.90,0.40,2.30,0.0610,-0.1000,-1.6000,-1.7000,0.1000
1983-1984,"Al Wood",SG,25,SEA,81,2236,14.90,0.5450,0.0220,0.2870,4.80,9.20,7.00,11.20,1.40,0.80,10.60,22.10,2.70,1.70,4.40,0.0940,-0.2000,-0.7000,-0.9000,0.6000
1984-1985,"Al Wood",SG,26,SEA,80,2545,14.30,0.5210,0.0310,0.2020,4.50,8.20,6.40,14.70,1.60,1.20,9.40,21.00,2.20,2.10,4.20,0.0800,0.0000,-0.1000,-0.1000,1.2000
1985-1986,"Al Wood",SG,27,SEA,78,1749,13.50,0.4890,0.0450,0.2930,5.30,11.40,8.30,10.30,1.60,0.70,10.40,24.60,0.70,1.80,2.50,0.0680,-0.8000,-0.7000,-1.5000,0.2000
1981-1982,"Al Wood",SG,23,TOT,48,930,13.20,0.5240,0.0630,0.3120,6.30,10.70,8.40,9.10,1.60,0.60,14.10,22.50,0.50,0.40,0.90,0.0460,-0.9000,-1.5000,-2.4000,-0.1000
1981-1982,"Alan Hardy",SG,24,DET,38,310,10.50,0.4770,0.0370,0.2130,4.80,7.30,6.00,9.20,1.30,0.70,11.90,21.30,0.00,0.20,0.20,0.0280,-2.7000,-1.0000,-3.7000,-0.1000
1980-1981,"Alan Hardy",SG,23,LAL,22,111,7.50,0.4020,0.0000,0.1690,8.30,10.10,9.30,3.60,0.40,4.30,14.80,26.90,-0.30,0.10,-0.20,-0.0720,-5.1000,-1.2000,-6.3000,-0.2000
1981-1982,"Albert King",SF,22,NJN,76,1694,13.50,0.5170,0.0160,0.2110,6.90,14.00,10.40,12.80,1.80,1.20,16.90,25.10,-0.20,2.60,2.40,0.0670,-1.9000,0.2000,-1.7000,0.1000
1982-1983,"Albert King",SF,23,NJN,79,2447,15.60,0.5080,0.0190,0.1850,7.30,13.60,10.50,18.20,1.80,1.00,15.60,25.20,1.70,3.90,5.70,0.1120,0.3000,0.3000,0.5000,1.6000
1983-1984,"Albert King",SF,24,NJN,79,2103,15.60,0.5410,0.0230,0.3120,6.70,14.50,10.50,14.00,2.00,0.90,16.20,24.30,1.50,2.80,4.30,0.0990,0.1000,0.1000,0.2000,1.2000
1984-1985,"Albert King",SF,25,NJN,42,860,17.70,0.5310,0.0170,0.2260,8.80,12.00,10.40,10.20,2.30,0.60,11.40,26.80,1.00,0.90,1.90,0.1060,0.8000,-0.7000,0.1000,0.4000
1985-1986,"Albert King",SF,26,NJN,73,1998,13.30,0.4980,0.0240,0.2110,6.50,14.10,10.30,13.40,1.30,0.70,14.70,24.60,0.00,1.90,1.90,0.0450,-1.1000,-1.1000,-2.2000,-0.1000
1986-1987,"Albert King",SF,27,NJN,61,1291,10.40,0.4720,0.0560,0.1750,7.20,11.50,9.30,12.10,1.20,1.30,14.30,22.50,-0.60,0.80,0.20,0.0070,-2.1000,-1.0000,-3.2000,-0.4000
1987-1988,"Albert King",SF,28,PHI,72,1593,7.20,0.4420,0.0910,0.1910,5.20,10.60,7.90,10.10,1.20,0.70,13.70,18.00,-0.90,0.80,-0.10,-0.0040,-4.2000,-1.2000,-5.4000,-1.4000
1988-1989,"Albert King",SF,29,SAS,46,791,9.40,0.4700,0.0980,0.1470,4.40,15.60,9.70,14.30,1.60,0.50,17.50,20.70,-0.70,0.70,0.00,-0.0030,-3.2000,-0.9000,-4.1000,-0.4000
1981-1982,"Alex Bradley",SF,22,NYK,39,331,12.40,0.5520,0.0100,0.4660,10.50,12.00,11.20,4.60,1.70,0.90,18.40,18.90,0.10,0.30,0.40,0.0530,-1.6000,-1.0000,-2.6000,0.0000
1980-1981,"Alex English*",SF,27,DEN,81,3093,19.70,0.5490,0.0030,0.2950,8.80,12.60,10.70,13.40,1.50,1.60,12.10,24.00,6.70,1.60,8.30,0.1290,3.1000,-1.0000,2.2000,3.2000
1981-1982,"Alex English*",SF,28,DEN,82,3015,22.20,0.5960,0.0050,0.2850,7.70,12.00,9.90,19.90,1.30,2.00,13.00,25.30,8.90,0.60,9.50,0.1520,4.9000,-1.1000,3.8000,4.4000
1982-1983,"Alex English*",SF,29,DEN,82,2988,24.10,0.5610,0.0060,0.2640,8.90,11.50,10.20,19.50,1.70,2.10,11.30,28.90,8.70,1.60,10.30,0.1660,5.4000,-0.8000,4.6000,5.0000
1983-1984,"Alex English*",SF,30,DEN,82,2870,22.20,0.5700,0.0040,0.2490,7.70,9.30,8.50,20.90,1.30,1.70,10.50,27.90,7.20,1.00,8.20,0.1360,4.7000,-1.4000,3.4000,3.9000
1984-1985,"Alex English*",SF,31,DEN,81,2924,21.60,0.5610,0.0030,0.2550,7.00,9.90,8.30,17.90,1.50,0.90,11.10,29.30,6.80,2.10,8.90,0.1460,4.1000,-1.4000,2.7000,3.5000
1985-1986,"Alex English*",SF,32,DEN,81,3024,21.70,0.5620,0.0030,0.3140,6.30,7.70,7.00,17.00,1.10,0.50,10.40,30.50,7.60,2.30,9.80,0.1560,4.4000,-1.5000,2.9000,3.7000
1986-1987,"Alex English*",SF,33,DEN,82,3085,20.50,0.5490,0.0080,0.2540,4.70,7.20,5.80,21.60,1.10,0.40,9.10,29.20,7.00,1.10,8.10,0.1260,4.0000,-2.0000,1.9000,3.1000
1987-1988,"Alex English*",SF,34,DEN,80,2818,19.80,0.5350,0.0040,0.2220,6.00,8.00,7.00,20.50,1.10,0.50,8.80,28.40,5.30,2.20,7.60,0.1290,3.4000,-1.4000,2.0000,2.9000
1988-1989,"Alex English*",SF,35,DEN,82,2990,19.00,0.5310,0.0040,0.2010,4.80,6.50,5.60,19.70,1.00,0.20,8.80,28.80,5.10,1.70,6.80,0.1100,3.0000,-2.1000,0.9000,2.1000
1989-1990,"Alex English*",SF,36,DEN,80,2211,17.90,0.5220,0.0040,0.1420,5.30,8.40,6.80,15.60,1.10,0.60,6.30,26.00,3.30,2.10,5.10,0.1100,2.5000,-1.2000,1.2000,1.8000
1985-1986,"Alex Stivrins",SF,23,SEA,3,14,-5.90,0.2600,0.0000,1.0000,24.70,0.00,12.70,9.30,0.00,0.00,34.20,26.20,-0.10,0.00,-0.10,-0.3470,-9.9000,-7.1000,-17.0000,-0.1000
1989-1990,"Alexander Volkov",C,25,ATL,72,937,11.90,0.5300,0.1200,0.4230,6.20,8.50,7.30,12.30,1.90,1.40,13.40,17.40,1.00,2.10,1.40,0.0740,-1.3000,0.1000,-1.2000,0.2000
1985-1986,"Alfredrick Hughes",SG,23,SAS,68,866,8.20,0.4350,0.0460,0.2260,6.60,8.20,7.40,9.60,1.40,0.30,13.30,21.90,-1.00,0.50,-0.50,-0.0290,-3.6000,-2.1000,-5.7000,-0.8000
1981-1982,"Allan Bristow",SF,30,DAL,82,2035,12.60,0.5020,0.0360,0.3290,6.50,12.80,9.50,29.30,1.60,0.20,22.40,14.90,1.30,1.20,2.50,0.0590,-0.3000,-0.2000,-0.5000,0.8000
1982-1983,"Allan Bristow",SF,31,DAL,37,371,10.20,0.4940,0.1310,0.1410,6.80,10.30,8.60,23.20,0.80,0.10,22.80,14.50,0.20,0.00,0.20,0.0300,-0.7000,-1.3000,-2.0000,0.0000
1980-1981,"Allan Bristow",SF,29,UTA,82,2001,14.90,0.5110,0.0290,0.3240,6.00,18.50,12.30,27.00,1.50,0.10,19.70,18.70,1.40,1.30,2.70,0.0650,0.3000,-0.5000,-0.2000,0.9000
1980-1981,"Allen Leavell",PG,23,HOU,79,1686,13.90,0.5230,0.0310,0.2720,2.00,6.90,4.40,30.40,2.70,0.50,23.50,19.30,0.50,1.40,1.90,0.0550,-0.5000,-0.2000,-0.7000,0.6000
1981-1982,"Allen Leavell",PG,24,HOU,79,2150,16.40,0.5070,0.0390,0.1700,2.40,6.30,4.30,29.80,3.40,0.40,15.20,19.10,2.70,2.10,4.80,0.1070,0.9000,1.2000,2.1000,2.2000
1982-1983,"Allen Leavell",PG,25,HOU,79,2602,15.80,0.4900,0.1650,0.2800,2.50,5.70,4.00,30.10,3.00,0.30,14.30,21.30,2.30,1.50,3.80,0.0710,0.9000,-0.1000,0.8000,1.8000
1983-1984,"Allen Leavell",PG,26,HOU,82,2009,15.90,0.5530,0.0970,0.3910,1.70,4.60,3.10,29.70,2.40,0.30,17.70,20.40,2.80,1.60,4.30,0.1040,0.8000,-0.2000,0.6000,1.3000
1984-1985,"Allen Leavell",PG,27,HOU,42,536,11.40,0.4870,0.1770,0.2730,1.70,6.00,3.90,24.40,2.00,0.40,17.90,21.00,0.10,0.50,0.60,0.0510,-2.2000,-0.5000,-2.6000,-0.1000
1985-1986,"Allen Leavell",PG,28,HOU,74,1190,15.60,0.5530,0.1460,0.3450,0.50,5.60,3.00,25.40,2.30,0.40,14.30,20.20,2.10,0.90,3.00,0.1220,0.5000,-0.3000,0.2000,0.7000
1986-1987,"Allen Leavell",PG,29,HOU,53,1175,12.00,0.5020,0.1590,0.3320,1.30,4.30,2.90,25.40,2.20,0.50,13.50,16.50,1.10,1.20,2.40,0.0970,-1.4000,0.6000,-0.7000,0.4000
1987-1988,"Allen Leavell",SG,30,HOU,80,2150,14.30,0.5270,0.1320,0.3770,1.10,6.10,3.60,25.30,2.70,0.20,14.30,16.90,2.60,2.50,5.10,0.1150,-0.3000,1.1000,0.8000,1.5000
1988-1989,"Allen Leavell",SG,31,HOU,55,627,7.70,0.4170,0.2180,0.3190,2.30,6.80,4.60,26.80,1.90,0.50,22.40,17.70,-0.80,0.70,-0.10,-0.0090,-3.4000,-0.4000,-3.8000,-0.3000
1989-1990,"Alton Lister",C,31,GSW,3,40,10.90,0.5420,0.1250,0.8750,14.00,7.60,10.70,6.40,1.10,0.00,0.00,11.00,0.10,2.10,0.10,0.1250,0.3000,-1.0000,-0.6000,0.0000
1981-1982,"Alton Lister",C,23,MIL,80,1186,11.50,0.5310,0.0000,0.4290,10.90,26.00,18.70,9.20,0.70,5.80,27.40,16.30,-0.90,2.60,1.70,0.0710,-4.3000,2.7000,-1.6000,0.1000
1982-1983,"Alton Lister",PF,24,MIL,80,1885,13.80,0.5430,0.0000,0.4710,10.30,22.30,16.60,8.00,1.30,5.20,23.10,17.70,-0.20,3.90,3.80,0.0960,-2.9000,2.4000,-0.5000,0.7000
1983-1984,"Alton Lister",PF,25,MIL,82,1955,12.50,0.5290,0.0000,0.3550,9.40,25.00,17.50,7.70,1.00,4.20,20.50,16.10,-0.10,4.10,4.00,0.0980,-3.0000,2.0000,-0.9000,0.5000
1984-1985,"Alton Lister",C,26,MIL,81,2091,15.00,0.5590,0.0020,0.4380,11.70,22.60,17.20,8.10,1.10,4.70,20.40,17.50,1.00,4.30,5.30,0.1210,-1.1000,2.0000,0.9000,1.5000
1985-1986,"Alton Lister",C,27,MIL,81,1812,16.40,0.5730,0.0030,0.4610,12.40,23.90,18.20,7.60,1.30,4.60,18.80,18.90,1.60,3.80,5.50,0.1440,-0.7000,1.7000,1.1000,1.4000
1986-1987,"Alton Lister",C,28,SEA,75,2288,14.00,0.5420,0.0010,0.3860,10.60,23.00,16.80,6.40,0.70,4.50,17.40,16.70,1.40,2.70,4.10,0.0860,-1.5000,0.5000,-1.0000,0.6000
1987-1988,"Alton Lister",C,29,SEA,82,1812,12.00,0.5410,0.0060,0.5480,12.10,27.20,19.50,4.00,0.70,4.80,17.50,11.40,1.40,2.80,4.10,0.1100,-2.5000,1.0000,-1.5000,0.2000
1988-1989,"Alton Lister",C,30,SEA,82,1806,13.70,0.5290,0.0000,0.3280,12.40,21.60,16.90,4.00,0.70,6.00,15.80,16.30,1.30,2.30,3.70,0.0970,-2.7000,0.6000,-2.0000,0.0000
1980-1981,"Alvan Adams",C,26,PHO,75,2054,20.30,0.5670,0.0000,0.2980,8.60,20.50,14.70,24.50,2.40,1.90,18.70,23.00,3.30,4.50,7.70,0.1800,2.5000,2.6000,5.1000,3.7000
1981-1982,"Alvan Adams",C,27,PHO,79,2393,18.60,0.5290,0.0010,0.2270,6.60,20.20,13.60,22.10,2.30,1.90,14.80,22.80,2.50,4.70,7.20,0.1440,1.4000,2.2000,3.6000,3.4000
1982-1983,"Alvan Adams",C,28,PHO,80,2447,16.80,0.5270,0.0030,0.2210,7.60,16.70,12.40,21.80,2.20,1.70,18.40,22.00,2.00,4.50,6.50,0.1280,0.8000,1.7000,2.5000,2.8000
1983-1984,"Alvan Adams",C,29,PHO,70,1452,16.60,0.5130,0.0070,0.2750,9.50,16.30,12.90,20.30,2.40,1.20,15.20,21.70,1.50,1.80,3.30,0.1090,0.7000,0.9000,1.6000,1.3000
1984-1985,"Alvan Adams",PF,30,PHO,82,2136,19.80,0.5780,0.0000,0.3090,8.20,18.10,13.30,21.80,2.50,1.30,15.90,23.60,3.50,3.30,6.80,0.1520,2.3000,1.7000,4.0000,3.2000
1985-1986,"Alvan Adams",C,31,PHO,78,2005,15.30,0.5470,0.0030,0.2990,8.90,18.10,13.70,22.50,2.40,1.30,21.10,19.40,1.20,2.70,3.90,0.0940,0.2000,1.5000,1.6000,1.8000
1986-1987,"Alvan Adams",C,32,PHO,68,1690,14.60,0.5460,0.0020,0.2750,6.20,16.10,11.20,18.40,1.70,1.30,16.70,20.00,1.20,1.60,2.80,0.0790,-0.4000,0.3000,-0.1000,0.8000
1987-1988,"Alvan Adams",C,33,PHO,82,1646,13.10,0.5430,0.0040,0.2530,8.00,17.00,12.50,14.90,2.40,1.40,19.90,17.40,0.60,1.60,2.20,0.0640,-1.5000,1.0000,-0.5000,0.6000
1989-1990,"Alvin Robertson",SG,27,MIL,81,2599,18.90,0.5420,0.0270,0.2810,10.00,14.70,12.30,25.60,3.90,0.40,17.00,20.60,3.60,2.10,7.50,0.1380,1.7000,2.0000,3.7000,3.7000
1984-1985,"Alvin Robertson",SG,22,SAS,79,1685,15.30,0.5380,0.0180,0.2820,8.00,9.70,8.90,21.50,3.50,0.80,19.80,20.00,1.10,2.00,3.10,0.0870,-0.2000,1.1000,0.9000,1.2000
1985-1986,"Alvin Robertson",SG,23,SAS,82,2878,19.50,0.5630,0.0270,0.2990,7.50,12.80,10.20,21.80,4.80,0.80,17.10,20.90,4.00,4.60,8.60,0.1430,1.5000,3.3000,4.7000,4.9000
1986-1987,"Alvin Robertson",SG,24,SAS,81,2697,18.50,0.5100,0.0380,0.2560,7.30,10.10,8.70,23.20,4.60,0.70,14.70,24.50,1.80,3.40,5.30,0.0940,0.9000,2.1000,3.0000,3.4000
1987-1988,"Alvin Robertson",SG,25,SAS,82,2978,18.90,0.5130,0.0670,0.2590,5.90,12.20,9.00,26.10,3.80,1.30,13.80,24.10,3.10,2.80,5.80,0.0940,1.7000,1.2000,2.9000,3.7000
1988-1989,"Alvin Robertson",SG,26,SAS,65,2287,17.20,0.5230,0.0470,0.2630,7.20,11.40,9.20,25.50,4.00,0.90,17.70,22.20,1.30,3.10,4.40,0.0930,0.8000,1.8000,2.5000,2.6000
1980-1981,"Alvin Scott",SF,25,PHO,82,1423,13.40,0.5500,0.0170,0.3650,8.00,12.70,10.40,10.20,1.90,2.80,16.00,13.20,1.60,2.60,4.30,0.1440,0.1000,2.2000,2.3000,1.6000
1981-1982,"Alvin Scott",SF,26,PHO,81,1740,11.70,0.5460,0.0050,0.3890,6.30,12.20,9.40,11.00,1.60,2.30,18.00,12.90,1.20,2.70,3.80,0.1060,-0.9000,1.6000,0.7000,1.2000
1982-1983,"Alvin Scott",SF,27,PHO,81,1139,11.80,0.5350,0.0080,0.4250,6.10,15.20,10.90,10.80,2.00,1.50,17.20,13.30,0.90,2.00,2.90,0.1210,-1.2000,1.8000,0.6000,0.8000
1983-1984,"Alvin Scott",SF,28,PHO,65,735,7.60,0.5360,0.0160,0.5810,4.60,11.40,8.00,7.60,1.20,1.60,21.20,11.00,0.10,0.60,0.80,0.0490,-2.5000,0.4000,-2.2000,0.0000
1984-1985,"Alvin Scott",SF,29,PHO,77,1238,8.00,0.4730,0.0190,0.2860,4.30,10.40,7.40,12.90,1.50,1.10,17.10,11.60,-0.10,1.20,1.20,0.0450,-2.8000,0.8000,-2.0000,0.0000
1980-1981,"Andre McCarter",PG,27,WSB,43,448,8.80,0.4190,0.0590,0.1780,3.70,5.40,4.60,20.80,1.50,0.00,14.20,15.20,-0.10,0.40,0.30,0.0340,-2.9000,0.3000,-2.6000,-0.1000
1987-1988,"Andre Moore",PF,23,DEN,7,34,15.50,0.3750,0.0000,0.2500,14.90,22.50,18.50,19.70,2.70,1.70,10.10,34.00,-0.10,0.10,0.00,-0.0070,-4.0000,-2.4000,-6.3000,0.0000
1987-1988,"Andre Moore",SF,23,MIL,3,16,4.90,0.5150,0.0000,0.6670,7.00,7.10,7.00,8.60,0.00,0.00,20.50,12.80,0.00,0.00,0.00,-0.0250,-2.9000,-2.4000,-5.3000,0.0000
1987-1988,"Andre Moore",PF-SF,23,TOT,10,50,12.10,0.3930,0.0000,0.2960,12.40,17.60,14.90,16.10,1.80,1.10,11.60,27.20,-0.10,0.10,0.00,-0.0130,-3.6000,-2.4000,-6.0000,-0.1000
1986-1987,"Andre Turner",PG,22,BOS,3,18,-7.10,0.4000,0.2000,0.0000,6.80,5.80,6.20,6.90,0.00,0.00,50.00,23.70,-0.10,0.00,-0.10,-0.3540,-10.7000,-7.2000,-18.0000,-0.1000
1989-1990,"Andre Turner",PG,25,CHH,8,84,10.20,0.4110,0.0400,0.1600,1.30,2.90,2.00,33.00,4.10,0.00,23.00,17.60,-0.10,2.10,-0.10,-0.0310,-3.1000,1.2000,-1.9000,0.0000
1987-1988,"Andre Turner",PG,23,HOU,12,99,10.40,0.4360,0.2060,0.4120,4.20,4.20,4.20,30.60,3.30,0.60,23.00,21.10,-0.10,0.10,0.00,0.0010,-2.2000,0.4000,-1.9000,0.0000
1989-1990,"Andre Turner",PG,25,LAC,3,31,-4.80,0.1540,0.0770,0.0000,11.20,7.30,9.20,12.50,1.60,0.00,23.50,22.90,-0.20,2.10,-0.20,-0.3260,-10.4000,-5.8000,-16.2000,-0.1000
1988-1989,"Andre Turner",PG,24,MIL,4,13,3.60,0.5000,0.0000,0.0000,0.00,27.10,13.30,0.00,7.50,0.00,40.00,31.90,-0.10,0.00,-0.10,-0.2570,-14.2000,3.1000,-11.1000,0.0000
1989-1990,"Andre Turner",PG,25,TOT,11,115,6.20,0.3270,0.0530,0.1050,4.00,4.10,4.00,27.50,3.40,0.00,23.20,19.10,-0.40,2.10,-0.30,-0.1110,-5.0000,-0.7000,-5.7000,-0.1000
1988-1989,"Andrew Lang",C,22,PHO,62,526,11.60,0.5540,0.0000,0.5130,11.40,18.00,14.90,2.00,1.50,5.00,16.30,12.90,0.40,0.90,1.40,0.1240,-3.3000,2.2000,-1.1000,0.1000
1989-1990,"Andrew Lang",C,23,PHO,74,1011,13.20,0.5940,0.0000,0.5630,9.60,19.20,14.70,2.60,1.00,7.40,15.90,10.60,1.10,2.10,3.00,0.1440,-2.0000,3.4000,1.4000,0.9000
1980-1981,"Andrew Toney",SG,23,PHI,75,1768,12.70,0.5350,0.0360,0.2800,2.10,6.40,4.40,22.40,1.50,0.30,19.50,25.70,0.00,2.20,2.20,0.0610,-2.1000,-1.0000,-3.0000,-0.4000
1981-1982,"Andrew Toney",SG,24,PHI,77,1909,17.20,0.5720,0.0600,0.3130,2.70,5.10,4.00,23.10,1.60,0.50,16.10,29.00,2.30,1.70,4.00,0.1000,0.7000,-1.5000,-0.7000,0.6000
1982-1983,"Andrew Toney",SG,25,PHI,81,2474,17.90,0.5580,0.0610,0.3290,1.90,7.50,4.80,22.50,1.50,0.40,15.90,27.30,4.60,2.70,7.30,0.1410,1.4000,-0.7000,0.7000,1.7000
1983-1984,"Andrew Toney",SG,26,PHI,78,2556,17.30,0.5970,0.0340,0.4130,2.60,5.90,4.30,23.70,1.30,0.50,18.30,26.30,4.20,2.20,6.40,0.1200,1.5000,-1.4000,0.0000,1.3000
1984-1985,"Andrew Toney",SG,27,PHI,70,2237,16.20,0.5820,0.1150,0.3880,1.80,7.10,4.50,24.30,1.40,0.60,17.30,23.30,4.00,1.50,5.50,0.1180,1.7000,-1.3000,0.4000,1.4000
1985-1986,"Andrew Toney",SG,28,PHI,6,84,2.10,0.3160,0.0560,0.2220,2.70,4.00,3.30,19.50,1.10,0.00,15.00,22.30,-0.30,0.00,-0.20,-0.1280,-6.5000,-2.4000,-8.9000,-0.1000
1986-1987,"Andrew Toney",SG,29,PHI,52,1058,14.30,0.5380,0.1530,0.3820,1.80,7.30,4.60,27.20,0.80,0.40,18.00,24.70,0.80,0.50,1.20,0.0560,0.6000,-2.7000,-2.1000,0.0000
1987-1988,"Andrew Toney",SG,30,PHI,29,522,13.20,0.5210,0.1580,0.4210,1.80,8.70,5.20,30.90,1.10,0.70,19.80,20.50,0.30,0.20,0.50,0.0500,0.6000,-2.3000,-1.7000,0.1000
1989-1990,"Anthony Bowie",SG,26,HOU,66,918,8.80,0.4480,0.0720,0.1840,4.20,9.30,6.80,13.90,2.20,0.30,15.70,16.60,-0.60,2.10,0.70,0.0370,-3.5000,0.9000,-2.5000,-0.1000
1988-1989,"Anthony Bowie",SG,25,SAS,18,438,10.60,0.5150,0.0350,0.1040,6.00,8.10,7.00,9.30,1.90,0.50,12.70,15.30,0.20,0.30,0.50,0.0540,-2.3000,-1.1000,-3.3000,-0.2000
